,顧客ID,登録日,顧客名,メールアドレス,都道府県,市区町村,顧客区分,獲得チャネル,会員ランク,有効会員フラグ,年収帯,注文ID,顧客ID(注文),注文日,注文ステータス,販売チャネル,支払方法,配送先都道府県,クーポンコード,小計金額,割引金額,送料,合計金額
119,C00060,2024-08-20,鈴木 蓮,customer00060@example.jp,福岡県,福岡市,個人,SNS,シルバー,有,500～800万円,O000508,C00060,2024-07-25,配達完了,モバイルアプリ,銀行振込,福岡県,FREESHIP,141.84,0.0,0.0,141.84
120,C00060,2024-08-20,鈴木 蓮,customer00060@example.jp,福岡県,福岡市,個人,SNS,シルバー,有,500～800万円,O000575,C00060,2025-12-04,配達完了,モバイルアプリ,クレジットカード,福岡県,,498.19,0.0,0.0,498.19
121,C00060,2024-08-20,鈴木 蓮,customer00060@example.jp,福岡県,福岡市,個人,SNS,シルバー,有,500～800万円,O000579,C00060,2024-07-16,配達完了,モバイルアプリ,銀行振込,福岡県,,1067.78,0.0,0.0,1067.78
122,C00061,2024-07-04,渡辺 芽依,customer00061@example.jp,神奈川県,川崎市,個人,提携先,ブロンズ,有,500～800万円,O000092,C00061,2025-06-07,配達完了,モバイルアプリ,クレジットカード,神奈川県,B2B5,156.48,7.82,0.0,148.66
123,C00061,2024-07-04,渡辺 芽依,customer00061@example.jp,神奈川県,川崎市,個人,提携先,ブロンズ,有,500～800万円,O000325,C00061,2024-07-10,配達完了,ウェブ,クレジットカード,神奈川県,,1261.35,0.0,0.0,1261.35
124,C00061,2024-07-04,渡辺 芽依,customer00061@example.jp,神奈川県,川崎市,個人,提携先,ブロンズ,有,500～800万円,O000331,C00061,2025-10-05,配達完了,モバイルアプリ,クレジットカード,神奈川県,SPRING15,920.97,138.15,0.0,782.82
125,C00061,2024-07-04,渡辺 芽依,customer00061@example.jp,神奈川県,川崎市,個人,提携先,ブロンズ,有,500～800万円,O000566,C00061,2024-01-03,配達完了,モバイルアプリ,スマホ決済,神奈川県,WELCOME10,1172.34,117.23,0.0,1055.11
126,C00061,2024-07-04,渡辺 芽依,customer00061@example.jp,神奈川県,川崎市,個人,提携先,ブロンズ,有,500～800万円,O000595,C00061,2024-02-15,配達完了,ウェブ,クレジットカード,神奈川県,VIP20,195.0,39.0,0.0,156.0
127,C00062,2022-01-14,渡辺 悠真,customer00062@example.jp,大阪府,豊中市,個人,紹介,ブロンズ,有,300～500万円,O000079,C00062,2025-08-11,配達完了,営業担当,クレジットカード,大阪府,,528.64,0.0,0.0,528.64
128,C00063,2025-07-02,中村 蓮,customer00063@example.jp,東京都,新宿区,個人,紹介,ブロンズ,有,300万円未満,O000305,C00063,2025-10-22,返品済み,ウェブ,銀行振込,東京都,SPRING15,898.54,134.78,0.0,763.76
129,C00064,2022-07-05,鈴木 陽葵,customer00064@example.jp,北海道,函館市,中小企業,広告検索,ブロンズ,有,300万円未満,O000087,C00064,2024-08-29,配達完了,モバイルアプリ,コンビニ払い,北海道,,535.8,0.0,0.0,535.8
130,C00064,2022-07-05,鈴木 陽葵,customer00064@example.jp,北海道,函館市,中小企業,広告検索,ブロンズ,有,300万円未満,O000390,C00064,2024-03-29,配達完了,営業担当,クレジットカード,北海道,VIP20,368.31,73.66,0.0,294.65
131,C00064,2022-07-05,鈴木 陽葵,customer00064@example.jp,北海道,函館市,中小企業,広告検索,ブロンズ,有,300万円未満,O000431,C00064,2024-08-31,配達完了,ウェブ,クレジットカード,北海道,SPRING15,780.67,117.1,0.0,663.57
132,C00065,2023-12-13,中村 陽葵,customer00065@example.jp,福岡県,久留米市,個人,自然検索,ブロンズ,有,500～800万円,O000552,C00065,2024-05-23,処理中,ウェブ,スマホ決済,福岡県,,1192.83,0.0,0.0,1192.83
133,C00066,2022-08-26,中村 結菜,customer00066@example.jp,神奈川県,相模原市,個人,自然検索,ゴールド,有,"1,200万円以上",O000081,C00066,2025-03-06,発送済み,モバイルアプリ,銀行振込,神奈川県,WELCOME10,327.25,32.73,0.0,294.52
134,C00067,2024-03-06,中村 悠真,customer00067@example.jp,福岡県,北九州市,個人,自然検索,ブロンズ,有,300～500万円,O000351,C00067,2024-04-22,返品済み,営業担当,請求書払い,福岡県,,355.35,0.0,0.0,355.35
135,C00067,2024-03-06,中村 悠真,customer00067@example.jp,福岡県,北九州市,個人,自然検索,ブロンズ,有,300～500万円,O000632,C00067,2025-06-30,配達完了,ウェブ,請求書払い,福岡県,FREESHIP,1349.52,0.0,0.0,1349.52
136,C00067,2024-03-06,中村 悠真,customer00067@example.jp,福岡県,北九州市,個人,自然検索,ブロンズ,有,300～500万円,O000654,C00067,2024-06-06,配達完了,モバイルアプリ,クレジットカード,福岡県,,496.94,0.0,0.0,496.94
137,C00068,2025-03-05,伊藤 芽依,customer00068@example.jp,愛知県,名古屋市,個人,自然検索,シルバー,有,"800～1,200万円",O000255,C00068,2024-06-17,配達完了,モバイルアプリ,クレジットカード,愛知県,,422.09,0.0,0.0,422.09
138,C00068,2025-03-05,伊藤 芽依,customer00068@example.jp,愛知県,名古屋市,個人,自然検索,シルバー,有,"800～1,200万円",O000407,C00068,2025-06-19,配達完了,モール,スマホ決済,愛知県,,929.14,0.0,0.0,929.14
139,C00069,2024-07-12,渡辺 蓮,customer00069@example.jp,東京都,千代田区,個人,自然検索,ブロンズ,有,300万円未満,O000181,C00069,2025-03-16,処理中,モバイルアプリ,クレジットカード,東京都,,879.21,0.0,0.0,879.21
140,C00069,2024-07-12,渡辺 蓮,customer00069@example.jp,東京都,千代田区,個人,自然検索,ブロンズ,有,300万円未満,O000328,C00069,2025-07-19,キャンセル,モバイルアプリ,コンビニ払い,東京都,,175.97,0.0,0.0,175.97
141,C00070,2024-09-14,高橋 悠真,customer00070@example.jp,北海道,函館市,個人,店頭,シルバー,有,300～500万円,O000717,C00070,2024-12-30,発送済み,ウェブ,クレジットカード,北海道,,704.71,0.0,0.0,704.71
142,C00071,2023-03-16,鈴木 蓮,customer00071@example.jp,大阪府,堺市,大企業,紹介,プラチナ,有,300万円未満,O000010,C00071,2024-03-31,配達完了,モバイルアプリ,クレジットカード,大阪府,,581.25,0.0,0.0,581.25
143,C00071,2023-03-16,鈴木 蓮,customer00071@example.jp,大阪府,堺市,大企業,紹介,プラチナ,有,300万円未満,O000405,C00071,2025-05-05,配達完了,ウェブ,スマホ決済,大阪府,,794.19,0.0,0.0,794.19
144,C00071,2023-03-16,鈴木 蓮,customer00071@example.jp,大阪府,堺市,大企業,紹介,プラチナ,有,300万円未満,O000517,C00071,2024-03-01,配達完了,ウェブ,クレジットカード,大阪府,,528.5,0.0,0.0,528.5
145,C00071,2023-03-16,鈴木 蓮,customer00071@example.jp,大阪府,堺市,大企業,紹介,プラチナ,有,300万円未満,O000710,C00071,2024-04-12,処理中,モバイルアプリ,クレジットカード,大阪府,,992.45,0.0,0.0,992.45
146,C00072,2025-08-26,佐藤 陽葵,customer00072@example.jp,福岡県,北九州市,個人,広告検索,シルバー,有,500～800万円,O000064,C00072,2024-03-13,配達完了,営業担当,銀行振込,福岡県,FREESHIP,935.91,0.0,0.0,935.91
147,C00073,2024-03-21,山本 凛,customer00073@example.jp,東京都,世田谷区,個人,広告検索,シルバー,有,500～800万円,O000298,C00073,2025-12-14,配達完了,モバイルアプリ,請求書払い,東京都,,1138.92,0.0,0.0,1138.92
148,C00073,2024-03-21,山本 凛,customer00073@example.jp,東京都,世田谷区,個人,広告検索,シルバー,有,500～800万円,O000601,C00073,2024-01-31,配達完了,モバイルアプリ,クレジットカード,東京都,,348.03,0.0,0.0,348.03
149,C00073,2024-03-21,山本 凛,customer00073@example.jp,東京都,世田谷区,個人,広告検索,シルバー,有,500～800万円,O000669,C00073,2024-09-28,配達完了,ウェブ,スマホ決済,東京都,,752.14,0.0,0.0,752.14
150,C00074,2022-06-09,鈴木 さくら,customer00074@example.jp,北海道,旭川市,個人,SNS,シルバー,有,300～500万円,O000122,C00074,2025-05-16,キャンセル,モバイルアプリ,クレジットカード,北海道,,699.56,0.0,0.0,699.56
151,C00074,2022-06-09,鈴木 さくら,customer00074@example.jp,北海道,旭川市,個人,SNS,シルバー,有,300～500万円,O000141,C00074,2025-11-24,キャンセル,ウェブ,クレジットカード,北海道,,1414.71,0.0,0.0,1414.71
152,C00074,2022-06-09,鈴木 さくら,customer00074@example.jp,北海道,旭川市,個人,SNS,シルバー,有,300～500万円,O000171,C00074,2025-05-23,配達完了,モバイルアプリ,スマホ決済,北海道,,655.94,0.0,0.0,655.94
153,C00074,2022-06-09,鈴木 さくら,customer00074@example.jp,北海道,旭川市,個人,SNS,シルバー,有,300～500万円,O000323,C00074,2024-03-10,配達完了,モール,スマホ決済,北海道,,349.85,0.0,0.0,349.85
154,C00074,2022-06-09,鈴木 さくら,customer00074@example.jp,北海道,旭川市,個人,SNS,シルバー,有,300～500万円,O000447,C00074,2025-03-28,配達完了,ウェブ,銀行振込,北海道,VIP20,659.07,131.81,0.0,527.26
155,C00074,2022-06-09,鈴木 さくら,customer00074@example.jp,北海道,旭川市,個人,SNS,シルバー,有,300～500万円,O000467,C00074,2025-05-16,配達完了,モバイルアプリ,クレジットカード,北海道,VIP20,1308.74,261.75,0.0,1046.99
156,C00075,2022-02-27,伊藤 大和,customer00075@example.jp,東京都,渋谷区,中小企業,SNS,シルバー,有,"1,200万円以上",O000102,C00075,2025-03-25,配達完了,ウェブ,クレジットカード,東京都,,1391.4,0.0,0.0,1391.4
157,C00075,2022-02-27,伊藤 大和,customer00075@example.jp,東京都,渋谷区,中小企業,SNS,シルバー,有,"1,200万円以上",O000235,C00075,2024-01-11,配達完了,モール,クレジットカード,東京都,B2B5,318.95,15.95,0.0,303.0
158,C00075,2022-02-27,伊藤 大和,customer00075@example.jp,東京都,渋谷区,中小企業,SNS,シルバー,有,"1,200万円以上",O000332,C00075,2025-06-19,配達完了,ウェブ,銀行振込,東京都,FREESHIP,70.15,0.0,0.0,70.15
159,C00076,2025-04-05,高橋 樹,customer00076@example.jp,東京都,世田谷区,中小企業,提携先,ブロンズ,有,"800～1,200万円",O000191,C00076,2024-09-09,配達完了,モバイルアプリ,スマホ決済,東京都,,969.96,0.0,0.0,969.96
160,C00077,2023-03-27,鈴木 蓮,customer00077@example.jp,大阪府,堺市,大企業,紹介,シルバー,有,500～800万円,O000063,C00077,2025-12-05,キャンセル,ウェブ,請求書払い,大阪府,B2B5,934.49,46.72,0.0,887.77
161,C00078,2022-05-04,高橋 大和,customer00078@example.jp,神奈川県,相模原市,中小企業,提携先,ブロンズ,有,300万円未満,O000315,C00078,2025-04-22,配達完了,ウェブ,クレジットカード,神奈川県,,1152.85,0.0,0.0,1152.85
162,C00078,2022-05-04,高橋 大和,customer00078@example.jp,神奈川県,相模原市,中小企業,提携先,ブロンズ,有,300万円未満,O000354,C00078,2025-05-11,配達完了,営業担当,クレジットカード,神奈川県,WELCOME10,577.99,57.8,0.0,520.19
163,C00079,2022-02-18,佐藤 悠真,customer00079@example.jp,大阪府,豊中市,中小企業,自然検索,シルバー,有,300万円未満,O000247,C00079,2024-09-14,配達完了,営業担当,クレジットカード,大阪府,,1096.72,0.0,0.0,1096.72
164,C00080,2024-04-17,高橋 蓮,customer00080@example.jp,東京都,世田谷区,個人,広告検索,ブロンズ,有,300万円未満,O000289,C00080,2025-01-13,配達完了,モバイルアプリ,スマホ決済,東京都,WELCOME10,815.47,81.55,0.0,733.92
165,C00080,2024-04-17,高橋 蓮,customer00080@example.jp,東京都,世田谷区,個人,広告検索,ブロンズ,有,300万円未満,O000641,C00080,2025-11-08,発送済み,モバイルアプリ,請求書払い,東京都,B2B5,1233.09,61.65,0.0,1171.44
166,C00081,2025-07-21,高橋 凛,customer00081@example.jp,東京都,新宿区,個人,広告検索,ブロンズ,有,300～500万円,O000046,C00081,2024-10-02,配達完了,ウェブ,銀行振込,東京都,,667.61,0.0,0.0,667.61
167,C00082,2025-02-26,中村 樹,customer00082@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000020,C00082,2025-04-02,配達完了,モバイルアプリ,クレジットカード,東京都,,1400.1,0.0,0.0,1400.1
168,C00082,2025-02-26,中村 樹,customer00082@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000184,C00082,2025-12-12,配達完了,モバイルアプリ,銀行振込,東京都,SPRING15,1253.8,188.07,0.0,1065.73
169,C00082,2025-02-26,中村 樹,customer00082@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000186,C00082,2025-07-05,キャンセル,ウェブ,クレジットカード,東京都,WELCOME10,34.14,3.41,5.9,36.63
170,C00082,2025-02-26,中村 樹,customer00082@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000415,C00082,2024-10-06,配達完了,モール,請求書払い,東京都,,658.61,0.0,0.0,658.61
171,C00083,2025-03-26,高橋 悠真,customer00083@example.jp,愛知県,岡崎市,個人,提携先,プラチナ,有,"800～1,200万円",O000209,C00083,2025-04-12,配達完了,ウェブ,クレジットカード,愛知県,VIP20,319.38,63.88,0.0,255.5
172,C00083,2025-03-26,高橋 悠真,customer00083@example.jp,愛知県,岡崎市,個人,提携先,プラチナ,有,"800～1,200万円",O000316,C00083,2025-05-30,配達完了,ウェブ,銀行振込,愛知県,,185.41,0.0,0.0,185.41
173,C00084,2023-11-04,中村 悠真,customer00084@example.jp,東京都,千代田区,中小企業,広告検索,ブロンズ,有,"800～1,200万円",O000353,C00084,2025-09-29,配達完了,モバイルアプリ,クレジットカード,東京都,,498.42,0.0,0.0,498.42
174,C00085,2024-09-24,鈴木 葵,customer00085@example.jp,大阪府,堺市,個人,広告検索,ゴールド,有,300～500万円,O000147,C00085,2024-11-21,処理中,営業担当,クレジットカード,大阪府,WELCOME10,280.13,28.01,0.0,252.12
175,C00085,2024-09-24,鈴木 葵,customer00085@example.jp,大阪府,堺市,個人,広告検索,ゴールド,有,300～500万円,O000208,C00085,2024-04-16,配達完了,モバイルアプリ,クレジットカード,大阪府,WELCOME10,76.8,7.68,5.9,75.02
176,C00085,2024-09-24,鈴木 葵,customer00085@example.jp,大阪府,堺市,個人,広告検索,ゴールド,有,300～500万円,O000216,C00085,2025-04-23,キャンセル,モバイルアプリ,スマホ決済,大阪府,,909.32,0.0,0.0,909.32
177,C00085,2024-09-24,鈴木 葵,customer00085@example.jp,大阪府,堺市,個人,広告検索,ゴールド,有,300～500万円,O000268,C00085,2025-09-26,発送済み,ウェブ,クレジットカード,大阪府,,65.16,0.0,5.9,71.06
178,C00085,2024-09-24,鈴木 葵,customer00085@example.jp,大阪府,堺市,個人,広告検索,ゴールド,有,300～500万円,O000626,C00085,2024-03-22,配達完了,ウェブ,スマホ決済,大阪府,FREESHIP,983.33,0.0,0.0,983.33
179,C00086,2024-09-29,佐藤 結菜,customer00086@example.jp,大阪府,堺市,個人,提携先,ゴールド,有,300万円未満,O000084,C00086,2024-02-07,発送済み,モバイルアプリ,クレジットカード,大阪府,,1168.09,0.0,0.0,1168.09
180,C00086,2024-09-29,佐藤 結菜,customer00086@example.jp,大阪府,堺市,個人,提携先,ゴールド,有,300万円未満,O000270,C00086,2024-08-30,配達完了,ウェブ,銀行振込,大阪府,,1022.78,0.0,0.0,1022.78
181,C00086,2024-09-29,佐藤 結菜,customer00086@example.jp,大阪府,堺市,個人,提携先,ゴールド,有,300万円未満,O000337,C00086,2024-10-24,配達完了,モール,銀行振込,大阪府,,1188.3,0.0,0.0,1188.3
182,C00086,2024-09-29,佐藤 結菜,customer00086@example.jp,大阪府,堺市,個人,提携先,ゴールド,有,300万円未満,O000379,C00086,2024-09-28,配達完了,モバイルアプリ,クレジットカード,大阪府,,513.25,0.0,0.0,513.25
183,C00087,2024-01-22,山本 葵,customer00087@example.jp,愛知県,岡崎市,個人,広告検索,ブロンズ,有,"800～1,200万円",,,,,,,,,,,,
184,C00088,2022-05-23,田中 悠真,customer00088@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,300万円未満,O000252,C00088,2024-05-13,配達完了,モバイルアプリ,クレジットカード,東京都,,1447.68,0.0,0.0,1447.68
185,C00088,2022-05-23,田中 悠真,customer00088@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,300万円未満,O000418,C00088,2024-11-28,配達完了,ウェブ,クレジットカード,東京都,,408.86,0.0,0.0,408.86
186,C00088,2022-05-23,田中 悠真,customer00088@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,300万円未満,O000502,C00088,2025-02-06,配達完了,ウェブ,コンビニ払い,東京都,SPRING15,243.33,36.5,0.0,206.83
187,C00088,2022-05-23,田中 悠真,customer00088@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,300万円未満,O000583,C00088,2025-02-14,配達完了,モバイルアプリ,クレジットカード,東京都,,725.38,0.0,0.0,725.38
188,C00088,2022-05-23,田中 悠真,customer00088@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,300万円未満,O000638,C00088,2024-07-25,配達完了,ウェブ,スマホ決済,東京都,,152.72,0.0,0.0,152.72
189,C00089,2024-02-15,伊藤 陽葵,customer00089@example.jp,福岡県,福岡市,個人,自然検索,シルバー,有,300万円未満,O000445,C00089,2025-11-20,配達完了,モバイルアプリ,クレジットカード,福岡県,,1368.98,0.0,0.0,1368.98
190,C00089,2024-02-15,伊藤 陽葵,customer00089@example.jp,福岡県,福岡市,個人,自然検索,シルバー,有,300万円未満,O000493,C00089,2024-11-15,処理中,ウェブ,スマホ決済,福岡県,,1071.33,0.0,0.0,1071.33
